email,full_name,url
marshpaul@gmail.com,Thomas Ortiz,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Thomas+Ortiz+%7C+marshpaul%40gmail.com
gilbertshannon@gmail.com,Tyler Ford,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Tyler+Ford+%7C+gilbertshannon%40gmail.com
mcooper@hotmail.com,Erica Smith,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Erica+Smith+%7C+mcooper%40hotmail.com
dspears@hotmail.com,Laura Munoz,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Laura+Munoz+%7C+dspears%40hotmail.com
tjones@gmail.com,Michael Weaver,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Michael+Weaver+%7C+tjones%40gmail.com
qshaffer@yahoo.com,Matthew Hunt,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Matthew+Hunt+%7C+qshaffer%40yahoo.com
bknight@hotmail.com,Brenda Ellis,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Brenda+Ellis+%7C+bknight%40hotmail.com
annettewilliams@yahoo.com,Jeremy Fischer,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Jeremy+Fischer+%7C+annettewilliams%40yahoo.com
natalie92@gmail.com,Kim Williams,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Kim+Williams+%7C+natalie92%40gmail.com
wendy99@yahoo.com,Timothy Lopez,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Timothy+Lopez+%7C+wendy99%40yahoo.com
patrickblair@hotmail.com,Lisa Thompson,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Lisa+Thompson+%7C+patrickblair%40hotmail.com
mariahayes@gmail.com,Christina Brown,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Christina+Brown+%7C+mariahayes%40gmail.com
xgardner@hotmail.com,Shawn Murillo,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Shawn+Murillo+%7C+xgardner%40hotmail.com
thomas43@yahoo.com,Richard Dixon,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Richard+Dixon+%7C+thomas43%40yahoo.com
ghunt@yahoo.com,Christopher Mason,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Christopher+Mason+%7C+ghunt%40yahoo.com
smithandres@gmail.com,Megan Lawrence,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Megan+Lawrence+%7C+smithandres%40gmail.com
agross@gmail.com,Mary Clay,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Mary+Clay+%7C+agross%40gmail.com
christopher00@hotmail.com,Lisa Bradford,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Lisa+Bradford+%7C+christopher00%40hotmail.com
angelagibson@gmail.com,John Bush,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=John+Bush+%7C+angelagibson%40gmail.com
cruzsusan@yahoo.com,Bradley Sanchez,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Bradley+Sanchez+%7C+cruzsusan%40yahoo.com
darrensoto@yahoo.com,Jesse Payne,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Jesse+Payne+%7C+darrensoto%40yahoo.com
greeneluke@hotmail.com,Marvin Banks,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Marvin+Banks+%7C+greeneluke%40hotmail.com
kathleenlynch@yahoo.com,Wanda Guerrero,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Wanda+Guerrero+%7C+kathleenlynch%40yahoo.com
alicia88@hotmail.com,Alexis Mason,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Alexis+Mason+%7C+alicia88%40hotmail.com
