email,full_name,url
michaelrobinson@yahoo.com,John Lewis,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=John+Lewis+%7C+michaelrobinson%40yahoo.com
uyoung@gmail.com,Curtis Berry,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Curtis+Berry+%7C+uyoung%40gmail.com
troymedina@hotmail.com,Randy Russell,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Randy+Russell+%7C+troymedina%40hotmail.com
wgreen@yahoo.com,Kimberly Galloway,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Kimberly+Galloway+%7C+wgreen%40yahoo.com
adrienneknight@gmail.com,Allison Kline,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Allison+Kline+%7C+adrienneknight%40gmail.com
christy88@gmail.com,Samantha Norman,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Samantha+Norman+%7C+christy88%40gmail.com
johnsoncatherine@yahoo.com,Colin Wood,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Colin+Wood+%7C+johnsoncatherine%40yahoo.com
brooketurner@yahoo.com,John Foster,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=John+Foster+%7C+brooketurner%40yahoo.com
wortiz@hotmail.com,Adam Martin,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Adam+Martin+%7C+wortiz%40hotmail.com
stephensweeney@gmail.com,Derek Kirby,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Derek+Kirby+%7C+stephensweeney%40gmail.com
perezpaul@gmail.com,Thomas Ortiz,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Thomas+Ortiz+%7C+perezpaul%40gmail.com
jennifer64@hotmail.com,Anthony Wyatt,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Anthony+Wyatt+%7C+jennifer64%40hotmail.com
smithrobert@gmail.com,Heather Archer,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Heather+Archer+%7C+smithrobert%40gmail.com
john80@gmail.com,Jonathan Mack DDS,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Jonathan+Mack+DDS+%7C+john80%40gmail.com
opacheco@gmail.com,Derrick Donaldson,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Derrick+Donaldson+%7C+opacheco%40gmail.com
marygarza@hotmail.com,Susan Porter,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Susan+Porter+%7C+marygarza%40hotmail.com
jessehammond@gmail.com,Karen Price,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Karen+Price+%7C+jessehammond%40gmail.com
ralph86@gmail.com,Mallory Mcclure,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Mallory+Mcclure+%7C+ralph86%40gmail.com
