email,full_name,url
xgonzalez@gmail.com,William Hanson,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=William+Hanson+%7C+xgonzalez%40gmail.com
jill96@yahoo.com,Karen Flowers,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Karen+Flowers+%7C+jill96%40yahoo.com
rebeccamullen@yahoo.com,Kayla Durham,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Kayla+Durham+%7C+rebeccamullen%40yahoo.com
davisjason@yahoo.com,Charles Palmer,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Charles+Palmer+%7C+davisjason%40yahoo.com
connor26@yahoo.com,Jacqueline Sweeney,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Jacqueline+Sweeney+%7C+connor26%40yahoo.com
pedro69@yahoo.com,Chelsey Smith,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Chelsey+Smith+%7C+pedro69%40yahoo.com
cynthia71@gmail.com,Taylor Mosley,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Taylor+Mosley+%7C+cynthia71%40gmail.com
mthompson@hotmail.com,Rebecca Johnson,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Rebecca+Johnson+%7C+mthompson%40hotmail.com
jennifer86@gmail.com,Susan May,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Susan+May+%7C+jennifer86%40gmail.com
rgreen@hotmail.com,Amy Farrell,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Amy+Farrell+%7C+rgreen%40hotmail.com
davidfletcher@gmail.com,Angela Miller,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Angela+Miller+%7C+davidfletcher%40gmail.com
kyle04@gmail.com,Michael Myers,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Michael+Myers+%7C+kyle04%40gmail.com
pgarcia@yahoo.com,Laura Davis,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Laura+Davis+%7C+pgarcia%40yahoo.com
richardsonjesse@yahoo.com,Cynthia Cunningham,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Cynthia+Cunningham+%7C+richardsonjesse%40yahoo.com
vwatts@hotmail.com,Joseph Diaz,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=Joseph+Diaz+%7C+vwatts%40hotmail.com
